record_id,campaign_date,campaign_id,campaign_name,channel,campaign_type,region,audience_segment,device,impressions,clicks,conversions,spend_usd,revenue_usd
REC-003949,2025-12-11,CAMP-019,Display Retargeting Loop,Display Ads,Retargeting,Asia-Pacific,New Customers,Mobile,50211,510,10,223.67,1114.76
REC-000868,2025-03-18,CAMP-016,Video Reach Accelerator,YouTube Ads,Brand Awareness,North America,New Customers,Desktop,30537,214,3,232.94,248.66
REC-001243,2025-04-18,CAMP-004,Social Scale Prospecting,Meta Ads,Prospecting,Asia-Pacific,Students & Young Professionals,Mobile,10456,203,5,193.47,335.85
REC-003485,2025-11-04,CAMP-009,Startup Founder Leads,LinkedIn Ads,Lead Generation,Latin America,Enterprise Decision Makers,Mobile,11860,252,16,990.92,6522.53
REC-001337,2025-04-26,CAMP-013,Lifecycle Nurture,Email,Customer Nurture,MENA,Enterprise Decision Makers,Mobile,12460,959,112,135.76,28446.09
REC-005383,2026-04-17,CAMP-007,B2B Decision Makers,LinkedIn Ads,Lead Generation,MENA,Small Business Owners,Desktop,8927,152,12,559.89,1891.35
REC-006163,2026-06-25,CAMP-018,Programmatic Market Reach,Display Ads,Brand Awareness,Europe,Students & Young Professionals,Desktop,17960,74,1,67.66,34.36
REC-005401,2026-04-18,CAMP-012,Youth Engagement Sprint,TikTok Ads,Engagement,MENA,Students & Young Professionals,Desktop,10052,117,2,126.31,80.78
REC-002048,2025-07-01,CAMP-021,Micro Creator Conversion,Influencer,Influencer Partnership,MENA,Returning Customers,Desktop,12779,395,25,279.62,3357.93
REC-000046,2025-01-04,CAMP-005,Cart Recovery Social,Meta Ads,Retargeting,Latin America,New Customers,Desktop,19241,443,16,311.08,1398.96
REC-002543,2025-08-15,CAMP-017,Product Demo Views,YouTube Ads,Product Education,North America,Returning Customers,Desktop,29473,305,9,315.21,1204.82
REC-001519,2025-05-12,CAMP-023,Enterprise Pipeline Builder,LinkedIn Ads,Lead Generation,North America,Enterprise Decision Makers,Mobile,8114,175,16,956.67,6465.74
REC-000377,2025-02-03,CAMP-003,High Intent Retargeting,Google Ads,Retargeting,MENA,Returning Customers,Mobile,9346,616,48,919.7,6165.91
REC-003945,2025-12-11,CAMP-022,Holiday Revenue Boost,Meta Ads,Seasonal Promotion,North America,Students & Young Professionals,Desktop,16704,504,20,620.81,1231.45
REC-001460,2025-05-07,CAMP-020,Creator Partnership Series,Influencer,Influencer Partnership,Europe,Students & Young Professionals,Desktop,44672,1067,26,1195.93,1584.9
REC-005585,2026-05-04,CAMP-024,Mobile App Acquisition,Google Ads,App Acquisition,North America,New Customers,Desktop,11374,432,17,946.32,864.82
REC-003146,2025-10-06,CAMP-015,Monthly Product Digest,Email,Customer Nurture,Europe,New Customers,Mobile,3970,226,16,51.17,1351.46
REC-000122,2025-01-11,CAMP-002,Brand Demand Capture,Google Ads,Brand Awareness,Europe,Small Business Owners,Desktop,13987,349,16,580.83,1450.85
REC-001980,2025-06-25,CAMP-020,Creator Partnership Series,Influencer,Influencer Partnership,North America,Small Business Owners,Mobile,29978,734,20,725.45,2856.91
REC-004596,2026-02-05,CAMP-007,B2B Decision Makers,LinkedIn Ads,Lead Generation,Europe,New Customers,Desktop,2929,43,4,278.92,583.93
REC-004282,2026-01-09,CAMP-003,High Intent Retargeting,Google Ads,Retargeting,North America,New Customers,Mobile,10946,610,51,1173.08,5009.02
REC-001560,2025-05-15,CAMP-019,Display Retargeting Loop,Display Ads,Retargeting,MENA,Enterprise Decision Makers,Mobile,16255,120,2,83.62,570.47
REC-003060,2025-09-28,CAMP-024,Mobile App Acquisition,Google Ads,App Acquisition,MENA,Small Business Owners,Mobile,18351,835,41,1283.57,3363.04
REC-001138,2025-04-09,CAMP-003,High Intent Retargeting,Google Ads,Retargeting,Europe,Returning Customers,Desktop,6855,339,57,610.13,9022.03
REC-001614,2025-05-21,CAMP-013,Lifecycle Nurture,Email,Customer Nurture,MENA,Returning Customers,Mobile,13495,780,123,151.21,17240.64
REC-000354,2025-02-01,CAMP-018,Programmatic Market Reach,Display Ads,Brand Awareness,Europe,New Customers,Mobile,36530,144,1,101.86,61.64
REC-005713,2026-05-15,CAMP-011,Creator Product Launch,TikTok Ads,Product Launch,Asia-Pacific,Students & Young Professionals,Mobile,25450,477,9,347.51,580.01
REC-004625,2026-02-07,CAMP-007,B2B Decision Makers,LinkedIn Ads,Lead Generation,Latin America,Students & Young Professionals,Desktop,6180,83,7,345.13,617.93
REC-003484,2025-11-04,CAMP-007,B2B Decision Makers,LinkedIn Ads,Lead Generation,Latin America,New Customers,Mobile,11095,156,9,578.19,1072.88
REC-002919,2025-09-16,CAMP-008,Executive Thought Leadership,LinkedIn Ads,Brand Awareness,Europe,Enterprise Decision Makers,Desktop,8166,57,3,360.15,352.17
REC-001771,2025-06-05,CAMP-002,Brand Demand Capture,Google Ads,Brand Awareness,Europe,Small Business Owners,Mobile,9654,457,16,914.2,1834.48
REC-001779,2025-06-05,CAMP-001,Search Growth Engine,Google Ads,Always-on Acquisition,MENA,Students & Young Professionals,Mobile,11828,604,23,808.63,1605.58
REC-001755,2025-06-03,CAMP-018,Programmatic Market Reach,Display Ads,Brand Awareness,Europe,New Customers,Desktop,33203,88,0,72.32,0.0
REC-001018,2025-03-31,CAMP-016,Video Reach Accelerator,YouTube Ads,Brand Awareness,Asia-Pacific,Small Business Owners,Desktop,8974,56,0,69.08,0.0
REC-004459,2026-01-24,CAMP-004,Social Scale Prospecting,Meta Ads,Prospecting,Europe,Small Business Owners,Mobile,7859,167,7,238.01,1016.58
REC-000782,2025-03-10,CAMP-014,Win Back Customers,Email,Reactivation,North America,Returning Customers,Tablet,5436,248,30,79.66,5351.03
REC-005056,2026-03-18,CAMP-023,Enterprise Pipeline Builder,LinkedIn Ads,Lead Generation,Europe,New Customers,Desktop,2603,44,3,277.47,518.32
REC-003780,2025-11-27,CAMP-010,Short Video Discovery,TikTok Ads,Prospecting,Asia-Pacific,Returning Customers,Mobile,23239,334,10,254.21,1241.81
REC-001348,2025-04-27,CAMP-023,Enterprise Pipeline Builder,LinkedIn Ads,Lead Generation,MENA,New Customers,Mobile,2108,29,2,157.57,252.75
REC-003643,2025-11-16,CAMP-018,Programmatic Market Reach,Display Ads,Brand Awareness,North America,Returning Customers,Mobile,28540,101,1,78.71,61.73
REC-002619,2025-08-21,CAMP-012,Youth Engagement Sprint,TikTok Ads,Engagement,North America,Small Business Owners,Desktop,20509,259,6,255.13,721.45
REC-004138,2025-12-27,CAMP-022,Holiday Revenue Boost,Meta Ads,Seasonal Promotion,Asia-Pacific,Returning Customers,Desktop,26885,549,30,421.21,3918.68
REC-002217,2025-07-18,CAMP-002,Brand Demand Capture,Google Ads,Brand Awareness,Asia-Pacific,Returning Customers,Desktop,11801,298,20,506.42,1828.63
REC-001612,2025-05-21,CAMP-011,Creator Product Launch,TikTok Ads,Product Launch,Europe,Small Business Owners,Desktop,18053,286,9,261.64,1312.09
REC-002731,2025-08-31,CAMP-002,Brand Demand Capture,Google Ads,Brand Awareness,North America,Returning Customers,Mobile,9248,405,21,768.51,1634.09
REC-003341,2025-10-22,CAMP-014,Win Back Customers,Email,Reactivation,Asia-Pacific,New Customers,Desktop,11530,799,134,128.54,17456.84
REC-005360,2026-04-15,CAMP-013,Lifecycle Nurture,Email,Customer Nurture,Europe,Small Business Owners,Mobile,3823,255,27,59.14,4281.07
REC-004226,2026-01-04,CAMP-002,Brand Demand Capture,Google Ads,Brand Awareness,North America,Small Business Owners,Desktop,12944,465,19,824.94,1983.86
REC-002538,2025-08-14,CAMP-010,Short Video Discovery,TikTok Ads,Prospecting,Europe,Small Business Owners,Mobile,33184,536,12,485.17,1648.98
REC-001099,2025-04-06,CAMP-005,Cart Recovery Social,Meta Ads,Retargeting,MENA,Students & Young Professionals,Desktop,18270,617,32,599.89,2362.0
REC-004509,2026-01-28,CAMP-019,Display Retargeting Loop,Display Ads,Retargeting,Europe,Small Business Owners,Desktop,26511,192,4,90.32,601.47
REC-000574,2025-02-19,CAMP-013,Lifecycle Nurture,Email,Customer Nurture,Asia-Pacific,Enterprise Decision Makers,Desktop,3904,211,32,53.07,8913.42
REC-002368,2025-07-31,CAMP-015,Monthly Product Digest,Email,Customer Nurture,North America,Enterprise Decision Makers,Desktop,14502,518,54,151.32,15383.19
REC-003015,2025-09-24,CAMP-003,High Intent Retargeting,Google Ads,Retargeting,North America,New Customers,Mobile,16390,752,45,1603.53,6250.87
REC-005129,2026-03-25,CAMP-004,Social Scale Prospecting,Meta Ads,Prospecting,Asia-Pacific,Enterprise Decision Makers,Desktop,12780,310,19,296.9,5682.38
REC-005526,2026-04-29,CAMP-002,Brand Demand Capture,Google Ads,Brand Awareness,Latin America,New Customers,Mobile,7688,268,9,417.82,621.71
REC-005684,2026-05-13,CAMP-003,High Intent Retargeting,Google Ads,Retargeting,Europe,Small Business Owners,Mobile,12612,802,64,1168.25,10555.17
REC-002390,2025-08-02,CAMP-001,Search Growth Engine,Google Ads,Always-on Acquisition,Europe,New Customers,Mobile,10870,655,30,1138.55,3292.13
REC-002416,2025-08-04,CAMP-010,Short Video Discovery,TikTok Ads,Prospecting,Asia-Pacific,Enterprise Decision Makers,Tablet,17312,172,4,118.7,897.22
REC-002385,2025-08-02,CAMP-014,Win Back Customers,Email,Reactivation,Europe,Small Business Owners,Desktop,8339,504,84,103.8,15541.82
REC-005385,2026-04-17,CAMP-013,Lifecycle Nurture,Email,Customer Nurture,Europe,New Customers,Mobile,8508,666,36,105.1,2729.36
REC-005726,2026-05-16,CAMP-011,Creator Product Launch,TikTok Ads,Product Launch,North America,New Customers,Mobile,18976,445,9,365.77,933.21
REC-004313,2026-01-11,CAMP-005,Cart Recovery Social,Meta Ads,Retargeting,MENA,New Customers,Desktop,24956,815,38,657.4,3780.49
REC-001345,2025-04-27,CAMP-024,Mobile App Acquisition,Google Ads,App Acquisition,North America,Enterprise Decision Makers,Tablet,5487,132,8,247.8,1527.17
REC-001566,2025-05-16,CAMP-010,Short Video Discovery,TikTok Ads,Prospecting,Europe,New Customers,Mobile,23320,382,6,241.41,527.12
REC-005177,2026-03-30,CAMP-020,Creator Partnership Series,Influencer,Influencer Partnership,Latin America,Returning Customers,Tablet,28354,570,13,696.48,1343.34
REC-000041,2025-01-04,CAMP-003,High Intent Retargeting,Google Ads,Retargeting,MENA,Students & Young Professionals,Tablet,11773,534,22,825.38,1660.14
REC-002766,2025-09-03,CAMP-018,Programmatic Market Reach,Display Ads,Brand Awareness,Europe,New Customers,Mobile,14546,56,0,70.69,0.0
REC-000937,2025-03-23,CAMP-009,Startup Founder Leads,LinkedIn Ads,Lead Generation,Asia-Pacific,Enterprise Decision Makers,Mobile,1774,27,2,154.36,732.1
REC-004819,2026-02-24,CAMP-003,High Intent Retargeting,Google Ads,Retargeting,North America,Enterprise Decision Makers,Mobile,9608,639,69,1222.29,27798.06
REC-004522,2026-01-29,CAMP-002,Brand Demand Capture,Google Ads,Brand Awareness,Europe,Enterprise Decision Makers,Mobile,4122,117,5,252.13,1083.34
REC-004745,2026-02-18,CAMP-012,Youth Engagement Sprint,TikTok Ads,Engagement,Asia-Pacific,New Customers,Mobile,10951,158,3,162.45,171.88
REC-005803,2026-05-23,CAMP-015,Monthly Product Digest,Email,Customer Nurture,North America,Enterprise Decision Makers,Mobile,6341,387,42,77.63,12949.19
REC-004340,2026-01-14,CAMP-015,Monthly Product Digest,Email,Customer Nurture,Europe,Small Business Owners,Mobile,10912,487,59,124.46,9513.85
REC-000841,2025-03-15,CAMP-012,Youth Engagement Sprint,TikTok Ads,Engagement,MENA,New Customers,Mobile,30995,445,7,334.93,553.45
REC-004136,2025-12-27,CAMP-016,Video Reach Accelerator,YouTube Ads,Brand Awareness,Europe,New Customers,Mobile,35613,316,2,241.42,122.32
REC-002495,2025-08-11,CAMP-011,Creator Product Launch,TikTok Ads,Product Launch,Europe,Small Business Owners,Mobile,21027,435,11,369.14,1846.22
REC-005660,2026-05-12,CAMP-007,B2B Decision Makers,LinkedIn Ads,Lead Generation,MENA,Small Business Owners,Desktop,6647,79,7,445.23,1178.7
REC-004969,2026-03-10,CAMP-013,Lifecycle Nurture,Email,Customer Nurture,Europe,Small Business Owners,Mobile,15512,923,89,164.81,11556.32
REC-003313,2025-10-20,CAMP-006,Seasonal Offer Push,Meta Ads,Seasonal Promotion,Europe,New Customers,Mobile,6196,175,7,156.25,571.17
REC-004395,2026-01-18,CAMP-005,Cart Recovery Social,Meta Ads,Retargeting,Europe,New Customers,Desktop,25420,795,55,909.55,5350.62
REC-002576,2025-08-18,CAMP-002,Brand Demand Capture,Google Ads,Brand Awareness,MENA,Returning Customers,Mobile,10215,357,20,540.42,2101.21
REC-001444,2025-05-05,CAMP-009,Startup Founder Leads,LinkedIn Ads,Lead Generation,MENA,New Customers,Mobile,7915,147,7,766.54,753.4
REC-002440,2025-08-06,CAMP-005,Cart Recovery Social,Meta Ads,Retargeting,Latin America,Small Business Owners,Desktop,11529,307,26,261.69,4385.43
REC-002232,2025-07-19,CAMP-018,Programmatic Market Reach,Display Ads,Brand Awareness,Latin America,Returning Customers,Desktop,23485,75,1,42.98,63.03
REC-001834,2025-06-11,CAMP-014,Win Back Customers,Email,Reactivation,MENA,Returning Customers,Tablet,6494,431,63,75.81,8906.68
REC-004291,2026-01-09,CAMP-021,Micro Creator Conversion,Influencer,Influencer Partnership,Latin America,Returning Customers,Mobile,19860,871,33,469.58,4499.94
REC-001923,2025-06-19,CAMP-015,Monthly Product Digest,Email,Customer Nurture,Asia-Pacific,New Customers,Desktop,1734,64,6,31.57,465.12
REC-000173,2025-01-15,CAMP-019,Display Retargeting Loop,Display Ads,Retargeting,North America,Returning Customers,Desktop,24310,223,6,139.6,682.0
REC-001150,2025-04-10,CAMP-019,Display Retargeting Loop,Display Ads,Retargeting,Europe,Students & Young Professionals,Desktop,51539,411,5,208.37,441.24
REC-004409,2026-01-19,CAMP-009,Startup Founder Leads,LinkedIn Ads,Lead Generation,MENA,Returning Customers,Desktop,1824,21,3,135.45,418.19
REC-004227,2026-01-04,CAMP-010,Short Video Discovery,TikTok Ads,Prospecting,Europe,New Customers,Desktop,29335,463,9,335.26,967.75
REC-003579,2025-11-11,CAMP-011,Creator Product Launch,TikTok Ads,Product Launch,MENA,New Customers,Mobile,22903,449,7,307.22,640.7
REC-000743,2025-03-06,CAMP-023,Enterprise Pipeline Builder,LinkedIn Ads,Lead Generation,MENA,Returning Customers,Mobile,1705,36,5,202.2,1112.24
REC-000017,2025-01-02,CAMP-002,Brand Demand Capture,Google Ads,Brand Awareness,MENA,Students & Young Professionals,Mobile,4557,184,5,245.16,246.25
REC-004116,2025-12-25,CAMP-021,Micro Creator Conversion,Influencer,Influencer Partnership,Latin America,Students & Young Professionals,Desktop,62983,1219,26,1261.77,1703.77
REC-000390,2025-02-04,CAMP-018,Programmatic Market Reach,Display Ads,Brand Awareness,North America,New Customers,Mobile,34751,158,1,122.0,61.42
REC-004656,2026-02-10,CAMP-016,Video Reach Accelerator,YouTube Ads,Brand Awareness,Europe,Students & Young Professionals,Desktop,14105,95,1,112.25,65.06
REC-004153,2025-12-28,CAMP-001,Search Growth Engine,Google Ads,Always-on Acquisition,North America,Returning Customers,Mobile,10820,685,53,1091.26,6206.18
REC-002883,2025-09-13,CAMP-008,Executive Thought Leadership,LinkedIn Ads,Brand Awareness,Asia-Pacific,Small Business Owners,Mobile,5343,66,1,420.99,79.53
REC-001449,2025-05-06,CAMP-019,Display Retargeting Loop,Display Ads,Retargeting,Europe,Small Business Owners,Mobile,47049,324,6,203.7,1089.3
REC-001706,2025-05-29,CAMP-010,Short Video Discovery,TikTok Ads,Prospecting,Asia-Pacific,Returning Customers,Mobile,22906,317,6,243.27,601.37
REC-005438,2026-04-21,CAMP-021,Micro Creator Conversion,Influencer,Influencer Partnership,MENA,New Customers,Mobile,57202,1886,62,1682.68,5443.66
REC-000552,2025-02-17,CAMP-010,Short Video Discovery,TikTok Ads,Prospecting,MENA,New Customers,Mobile,8003,126,3,93.75,311.8
REC-004905,2026-03-04,CAMP-014,Win Back Customers,Email,Reactivation,MENA,Students & Young Professionals,Mobile,6779,371,36,90.28,3282.38
REC-001875,2025-06-15,CAMP-013,Lifecycle Nurture,Email,Customer Nurture,North America,Small Business Owners,Desktop,7812,382,46,90.59,7264.1
REC-003749,2025-11-25,CAMP-003,High Intent Retargeting,Google Ads,Retargeting,Europe,New Customers,Tablet,12246,575,27,795.2,2670.57
REC-000182,2025-01-16,CAMP-019,Display Retargeting Loop,Display Ads,Retargeting,North America,Enterprise Decision Makers,Mobile,23845,245,4,162.48,1237.07
REC-002442,2025-08-06,CAMP-024,Mobile App Acquisition,Google Ads,App Acquisition,Asia-Pacific,Returning Customers,Mobile,9717,404,20,709.74,1710.58
REC-003573,2025-11-11,CAMP-024,Mobile App Acquisition,Google Ads,App Acquisition,North America,Returning Customers,Desktop,15601,622,43,1365.88,2844.23
REC-001631,2025-05-23,CAMP-005,Cart Recovery Social,Meta Ads,Retargeting,Latin America,Small Business Owners,Mobile,23508,709,48,500.55,6489.9
REC-001398,2025-05-01,CAMP-021,Micro Creator Conversion,Influencer,Influencer Partnership,Latin America,New Customers,Mobile,41652,1234,38,997.39,2878.09
REC-000448,2025-02-08,CAMP-011,Creator Product Launch,TikTok Ads,Product Launch,North America,Students & Young Professionals,Mobile,18156,445,6,375.82,451.11
REC-001744,2025-06-02,CAMP-016,Video Reach Accelerator,YouTube Ads,Brand Awareness,Europe,Students & Young Professionals,Mobile,13547,95,1,122.58,49.7
REC-005647,2026-05-10,CAMP-002,Brand Demand Capture,Google Ads,Brand Awareness,North America,Returning Customers,Mobile,12689,489,22,920.27,2270.65
REC-003380,2025-10-26,CAMP-010,Short Video Discovery,TikTok Ads,Prospecting,Europe,Students & Young Professionals,Desktop,6487,111,2,105.45,114.57
REC-002600,2025-08-20,CAMP-004,Social Scale Prospecting,Meta Ads,Prospecting,Latin America,Students & Young Professionals,Desktop,27267,607,21,543.61,1713.82
REC-003798,2025-11-29,CAMP-014,Win Back Customers,Email,Reactivation,Europe,Students & Young Professionals,Mobile,2892,176,16,42.01,1133.69
REC-001309,2025-04-24,CAMP-004,Social Scale Prospecting,Meta Ads,Prospecting,Europe,New Customers,Mobile,21628,523,12,537.76,1109.18
REC-000257,2025-01-23,CAMP-021,Micro Creator Conversion,Influencer,Influencer Partnership,Europe,Small Business Owners,Desktop,8868,204,9,194.71,1202.35
REC-005981,2026-06-08,CAMP-008,Executive Thought Leadership,LinkedIn Ads,Brand Awareness,MENA,Small Business Owners,Desktop,5343,45,1,258.7,60.81
REC-002712,2025-08-29,CAMP-024,Mobile App Acquisition,Google Ads,App Acquisition,Europe,Returning Customers,Desktop,10864,347,24,540.13,1452.79
REC-003035,2025-09-26,CAMP-019,Display Retargeting Loop,Display Ads,Retargeting,Asia-Pacific,Students & Young Professionals,Mobile,30992,301,3,189.09,265.6
REC-000999,2025-03-29,CAMP-017,Product Demo Views,YouTube Ads,Product Education,Asia-Pacific,New Customers,Desktop,30806,306,5,281.61,491.35
REC-006040,2026-06-13,CAMP-017,Product Demo Views,YouTube Ads,Product Education,North America,New Customers,Mobile,25318,320,4,274.16,329.01
REC-001234,2025-04-18,CAMP-006,Seasonal Offer Push,Meta Ads,Seasonal Promotion,MENA,Students & Young Professionals,Desktop,17667,275,9,227.36,730.27
REC-001383,2025-04-30,CAMP-023,Enterprise Pipeline Builder,LinkedIn Ads,Lead Generation,North America,Small Business Owners,Mobile,6897,142,12,993.37,2998.34
REC-003305,2025-10-20,CAMP-002,Brand Demand Capture,Google Ads,Brand Awareness,Europe,Enterprise Decision Makers,Mobile,4716,220,9,402.83,2140.09
REC-003488,2025-11-04,CAMP-006,Seasonal Offer Push,Meta Ads,Seasonal Promotion,Europe,Students & Young Professionals,Mobile,12585,255,7,234.02,405.79
REC-005022,2026-03-15,CAMP-017,Product Demo Views,YouTube Ads,Product Education,North America,Returning Customers,Desktop,30074,374,10,395.34,1233.78
REC-000572,2025-02-19,CAMP-023,Enterprise Pipeline Builder,LinkedIn Ads,Lead Generation,Europe,New Customers,Desktop,6636,93,9,567.98,1196.89
REC-005958,2026-06-06,CAMP-021,Micro Creator Conversion,Influencer,Influencer Partnership,Europe,Students & Young Professionals,Desktop,34407,1083,26,1042.68,2101.59
REC-003147,2025-10-06,CAMP-002,Brand Demand Capture,Google Ads,Brand Awareness,Asia-Pacific,Students & Young Professionals,Mobile,8270,323,8,511.63,359.65
REC-004899,2026-03-03,CAMP-001,Search Growth Engine,Google Ads,Always-on Acquisition,Europe,New Customers,Desktop,23318,818,61,1475.2,5177.35
REC-000847,2025-03-16,CAMP-010,Short Video Discovery,TikTok Ads,Prospecting,Europe,Enterprise Decision Makers,Desktop,20802,302,10,240.92,2239.95
REC-002223,2025-07-18,CAMP-024,Mobile App Acquisition,Google Ads,App Acquisition,Europe,Returning Customers,Mobile,10676,446,29,838.02,2349.78
REC-002143,2025-07-11,CAMP-019,Display Retargeting Loop,Display Ads,Retargeting,North America,New Customers,Mobile,19202,132,2,88.28,174.68
REC-002219,2025-07-18,CAMP-020,Creator Partnership Series,Influencer,Influencer Partnership,Latin America,New Customers,Mobile,10335,390,13,335.65,1185.38
REC-002330,2025-07-28,CAMP-021,Micro Creator Conversion,Influencer,Influencer Partnership,North America,New Customers,Desktop,10589,259,9,306.85,820.34
REC-004702,2026-02-14,CAMP-012,Youth Engagement Sprint,TikTok Ads,Engagement,Latin America,Students & Young Professionals,Mobile,20300,327,5,221.72,224.5
REC-000459,2025-02-09,CAMP-020,Creator Partnership Series,Influencer,Influencer Partnership,Latin America,Students & Young Professionals,Mobile,22089,822,15,691.91,854.16
REC-004147,2025-12-28,CAMP-010,Short Video Discovery,TikTok Ads,Prospecting,North America,Small Business Owners,Mobile,38057,519,11,483.95,1471.91
REC-003683,2025-11-20,CAMP-003,High Intent Retargeting,Google Ads,Retargeting,North America,Returning Customers,Desktop,22575,1093,121,2373.36,19539.43
REC-005373,2026-04-16,CAMP-021,Micro Creator Conversion,Influencer,Influencer Partnership,North America,Returning Customers,Desktop,44937,1048,55,1047.38,7954.26
REC-005897,2026-05-31,CAMP-010,Short Video Discovery,TikTok Ads,Prospecting,Europe,Small Business Owners,Mobile,19028,373,10,314.89,1392.6
REC-003858,2025-12-04,CAMP-008,Executive Thought Leadership,LinkedIn Ads,Brand Awareness,MENA,Returning Customers,Mobile,9732,109,4,473.23,301.27
REC-003812,2025-11-30,CAMP-024,Mobile App Acquisition,Google Ads,App Acquisition,North America,New Customers,Mobile,7765,335,14,729.81,952.33
REC-001101,2025-04-07,CAMP-013,Lifecycle Nurture,Email,Customer Nurture,North America,Enterprise Decision Makers,Tablet,14323,535,58,142.42,14781.2
REC-005377,2026-04-16,CAMP-017,Product Demo Views,YouTube Ads,Product Education,Europe,Returning Customers,Mobile,24236,214,3,222.92,390.25
REC-002080,2025-07-05,CAMP-024,Mobile App Acquisition,Google Ads,App Acquisition,Europe,Students & Young Professionals,Mobile,17292,793,31,1481.67,1377.5
REC-001677,2025-05-27,CAMP-012,Youth Engagement Sprint,TikTok Ads,Engagement,Latin America,Students & Young Professionals,Desktop,7223,101,2,103.76,80.97
REC-002173,2025-07-14,CAMP-021,Micro Creator Conversion,Influencer,Influencer Partnership,Europe,Enterprise Decision Makers,Desktop,38240,1071,40,792.96,9728.63
REC-000865,2025-03-17,CAMP-013,Lifecycle Nurture,Email,Customer Nurture,Europe,New Customers,Mobile,3637,302,37,60.14,2917.99
REC-005374,2026-04-16,CAMP-007,B2B Decision Makers,LinkedIn Ads,Lead Generation,Europe,Returning Customers,Mobile,8399,101,11,564.22,1728.97
REC-000614,2025-02-22,CAMP-013,Lifecycle Nurture,Email,Customer Nurture,Europe,Returning Customers,Desktop,12472,754,100,130.59,14109.81
REC-004780,2026-02-21,CAMP-003,High Intent Retargeting,Google Ads,Retargeting,North America,Returning Customers,Tablet,9056,347,36,683.47,5372.9
REC-003675,2025-11-19,CAMP-005,Cart Recovery Social,Meta Ads,Retargeting,Europe,New Customers,Tablet,21177,455,20,462.81,1574.44
REC-005141,2026-03-26,CAMP-004,Social Scale Prospecting,Meta Ads,Prospecting,Asia-Pacific,Small Business Owners,Desktop,10903,242,8,202.94,1073.22
REC-003252,2025-10-15,CAMP-006,Seasonal Offer Push,Meta Ads,Seasonal Promotion,North America,New Customers,Desktop,29422,600,24,802.84,2303.34
REC-003854,2025-12-04,CAMP-018,Programmatic Market Reach,Display Ads,Brand Awareness,Europe,Students & Young Professionals,Desktop,54651,186,1,121.87,39.72
REC-002441,2025-08-06,CAMP-007,B2B Decision Makers,LinkedIn Ads,Lead Generation,MENA,New Customers,Tablet,7001,108,6,544.65,641.78
REC-001910,2025-06-18,CAMP-001,Search Growth Engine,Google Ads,Always-on Acquisition,Europe,Returning Customers,Desktop,7345,254,18,463.32,2182.18
REC-004716,2026-02-15,CAMP-021,Micro Creator Conversion,Influencer,Influencer Partnership,Europe,Small Business Owners,Mobile,19540,547,14,495.48,1598.47
REC-004149,2025-12-28,CAMP-024,Mobile App Acquisition,Google Ads,App Acquisition,North America,Students & Young Professionals,Mobile,10364,511,15,1087.29,624.41
REC-004857,2026-02-27,CAMP-003,High Intent Retargeting,Google Ads,Retargeting,Asia-Pacific,Returning Customers,Mobile,14709,751,68,1154.31,9343.89
REC-001845,2025-06-12,CAMP-014,Win Back Customers,Email,Reactivation,Europe,New Customers,Mobile,5084,353,36,70.41,4062.54
REC-005098,2026-03-22,CAMP-007,B2B Decision Makers,LinkedIn Ads,Lead Generation,North America,Students & Young Professionals,Mobile,4017,50,3,264.47,272.66
REC-002118,2025-07-08,CAMP-020,Creator Partnership Series,Influencer,Influencer Partnership,North America,Returning Customers,Mobile,13303,395,20,253.47,2795.37
REC-005710,2026-05-15,CAMP-004,Social Scale Prospecting,Meta Ads,Prospecting,Asia-Pacific,New Customers,Mobile,17694,362,8,364.37,734.24
REC-003736,2025-11-24,CAMP-014,Win Back Customers,Email,Reactivation,Latin America,Returning Customers,Tablet,14672,892,149,150.24,18554.95
REC-005677,2026-05-13,CAMP-005,Cart Recovery Social,Meta Ads,Retargeting,North America,Small Business Owners,Desktop,24949,741,45,985.86,7291.61
REC-002226,2025-07-18,CAMP-021,Micro Creator Conversion,Influencer,Influencer Partnership,MENA,Small Business Owners,Mobile,18055,518,21,404.22,3013.86
REC-005445,2026-04-22,CAMP-002,Brand Demand Capture,Google Ads,Brand Awareness,North America,New Customers,Desktop,4128,157,6,367.89,363.37
REC-004774,2026-02-20,CAMP-020,Creator Partnership Series,Influencer,Influencer Partnership,Europe,Students & Young Professionals,Mobile,29748,1054,18,1002.7,1235.22
REC-002364,2025-07-31,CAMP-021,Micro Creator Conversion,influencer,Influencer Partnership,Europe,Students & Young Professionals,Mobile,23001,797,21,705.99,1443.81
REC-001242,2025-04-18,CAMP-002,Brand Demand Capture,Google Ads,Brand Awareness,MENA,Students & Young Professionals,Mobile,12776,552,15,925.11,839.88
REC-001970,2025-06-24,CAMP-008,Executive Thought Leadership,LinkedIn Ads,Brand Awareness,Asia-Pacific,New Customers,Mobile,7597,74,2,412.39,89.75
REC-002606,2025-08-20,CAMP-013,Lifecycle Nurture,Email,Customer Nurture,Latin America,Returning Customers,Mobile,6476,407,46,88.67,6302.03
REC-003357,2025-10-24,CAMP-004,Social Scale Prospecting,Meta Ads,Prospecting,North America,Enterprise Decision Makers,Desktop,14254,353,18,418.47,3995.19
REC-004007,2025-12-16,CAMP-019,Display Retargeting Loop,Display Ads,Retargeting,Europe,New Customers,Mobile,24928,161,2,89.07,190.53
