"record_id","campaign_id","campaign_name","campaign_date","month_start","campaign_year","campaign_month_number","campaign_month_name","year_month","campaign_quarter","channel","campaign_type","region","audience_segment","device","impressions","clicks","conversions","spend_usd","revenue_usd","profit_usd","row_profit_margin_percentage"
"REC-002494","CAMP-011","Creator Product Launch","2025-08-11","2025-08-01",2025,8,"August   ","2025-08","Q3","TikTok Ads","Product Launch","North America","New Customers","Desktop",13735,244,8,208.56,792.25,583.69,73.67
"REC-002495","CAMP-011","Creator Product Launch","2025-08-11","2025-08-01",2025,8,"August   ","2025-08","Q3","TikTok Ads","Product Launch","Europe","Small Business Owners","Mobile",21027,435,11,369.14,1846.22,1477.08,80.01
"REC-002496","CAMP-023","Enterprise Pipeline Builder","2025-08-11","2025-08-01",2025,8,"August   ","2025-08","Q3","LinkedIn Ads","Lead Generation","MENA","Small Business Owners","Mobile",6852,118,10,604.77,2469.37,1864.60,75.51
"REC-002497","CAMP-021","Micro Creator Conversion","2025-08-11","2025-08-01",2025,8,"August   ","2025-08","Q3","Influencer","Influencer Partnership","Europe","Small Business Owners","Mobile",18431,671,19,543.20,2395.74,1852.54,77.33
"REC-002498","CAMP-013","Lifecycle Nurture","2025-08-11","2025-08-01",2025,8,"August   ","2025-08","Q3","Email","Customer Nurture","Europe","Students & Young Professionals","Desktop",6727,314,32,78.76,2313.32,2234.56,96.60
"REC-002499","CAMP-024","Mobile App Acquisition","2025-08-11","2025-08-01",2025,8,"August   ","2025-08","Q3","Google Ads","App Acquisition","Asia-Pacific","Students & Young Professionals","Mobile",4974,169,5,304.89,226.68,-78.21,-34.50
"REC-002500","CAMP-024","Mobile App Acquisition","2025-08-11","2025-08-01",2025,8,"August   ","2025-08","Q3","Google Ads","App Acquisition","Asia-Pacific","Students & Young Professionals","Desktop",7224,280,11,434.93,435.38,0.45,0.10
"REC-002501","CAMP-012","Youth Engagement Sprint","2025-08-11","2025-08-01",2025,8,"August   ","2025-08","Q3","TikTok Ads","Engagement","MENA","New Customers","Desktop",32148,366,6,302.83,415.49,112.66,27.11
"REC-002502","CAMP-012","Youth Engagement Sprint","2025-08-11","2025-08-01",2025,8,"August   ","2025-08","Q3","TikTok Ads","Engagement","Asia-Pacific","Returning Customers","Desktop",10008,140,4,130.58,305.58,175.00,57.27
"REC-002503","CAMP-002","Brand Demand Capture","2025-08-11","2025-08-01",2025,8,"August   ","2025-08","Q3","Google Ads","Brand Awareness","Europe","Students & Young Professionals","Mobile",4152,149,3,225.30,181.02,-44.28,-24.46
"REC-002504","CAMP-014","Win Back Customers","2025-08-11","2025-08-01",2025,8,"August   ","2025-08","Q3","Email","Reactivation","North America","Students & Young Professionals","Mobile",5378,481,61,82.40,4883.47,4801.07,98.31
"REC-002505","CAMP-016","Video Reach Accelerator","2025-08-12","2025-08-01",2025,8,"August   ","2025-08","Q3","YouTube Ads","Brand Awareness","Asia-Pacific","New Customers","Mobile",14733,127,2,117.74,146.13,28.39,19.43
"REC-002506","CAMP-008","Executive Thought Leadership","2025-08-12","2025-08-01",2025,8,"August   ","2025-08","Q3","LinkedIn Ads","Brand Awareness","MENA","New Customers","Mobile",8880,77,3,377.15,166.70,-210.45,-126.24
"REC-002507","CAMP-015","Monthly Product Digest","2025-08-12","2025-08-01",2025,8,"August   ","2025-08","Q3","Email","Customer Nurture","MENA","New Customers","Desktop",12250,617,46,132.73,4452.86,4320.13,97.02
"REC-002508","CAMP-013","Lifecycle Nurture","2025-08-12","2025-08-01",2025,8,"August   ","2025-08","Q3","Email","Customer Nurture","Asia-Pacific","New Customers","Desktop",11980,576,86,129.00,9408.52,9279.52,98.63
"REC-002509","CAMP-001","Search Growth Engine","2025-08-12","2025-08-01",2025,8,"August   ","2025-08","Q3","Google Ads","Always-on Acquisition","Europe","Enterprise Decision Makers","Mobile",8002,444,32,844.30,9005.88,8161.58,90.63
"REC-002510","CAMP-001","Search Growth Engine","2025-08-12","2025-08-01",2025,8,"August   ","2025-08","Q3","Google Ads","Always-on Acquisition","MENA","Small Business Owners","Desktop",18820,889,56,1148.26,6705.48,5557.22,82.88
"REC-002511","CAMP-012","Youth Engagement Sprint","2025-08-12","2025-08-01",2025,8,"August   ","2025-08","Q3","TikTok Ads","Engagement","Europe","Returning Customers","Desktop",29947,310,8,300.51,682.73,382.22,55.98
"REC-002512","CAMP-003","High Intent Retargeting","2025-08-12","2025-08-01",2025,8,"August   ","2025-08","Q3","Google Ads","Retargeting","MENA","New Customers","Mobile",16398,865,55,1307.56,6801.81,5494.25,80.78
"REC-002513","CAMP-003","High Intent Retargeting","2025-08-12","2025-08-01",2025,8,"August   ","2025-08","Q3","Google Ads","Retargeting","MENA","Returning Customers","Mobile",13838,691,53,1014.13,6340.98,5326.85,84.01
"REC-002514","CAMP-021","Micro Creator Conversion","2025-08-12","2025-08-01",2025,8,"August   ","2025-08","Q3","Influencer","Influencer Partnership","MENA","Students & Young Professionals","Mobile",27369,916,21,842.27,1326.08,483.81,36.48
"REC-002515","CAMP-021","Micro Creator Conversion","2025-08-12","2025-08-01",2025,8,"August   ","2025-08","Q3","Influencer","Influencer Partnership","MENA","Students & Young Professionals","Desktop",32727,764,17,764.34,1164.64,400.30,34.37
"REC-002516","CAMP-001","Search Growth Engine","2025-08-13","2025-08-01",2025,8,"August   ","2025-08","Q3","Google Ads","Always-on Acquisition","MENA","New Customers","Tablet",15937,605,23,797.89,2528.69,1730.80,68.45
"REC-002517","CAMP-001","Search Growth Engine","2025-08-13","2025-08-01",2025,8,"August   ","2025-08","Q3","Google Ads","Always-on Acquisition","MENA","Small Business Owners","Tablet",18952,582,25,979.15,2981.47,2002.32,67.16
"REC-002518","CAMP-009","Startup Founder Leads","2025-08-13","2025-08-01",2025,8,"August   ","2025-08","Q3","LinkedIn Ads","Lead Generation","North America","Students & Young Professionals","Desktop",9913,161,10,929.03,1027.39,98.36,9.57
"REC-002519","CAMP-005","Cart Recovery Social","2025-08-13","2025-08-01",2025,8,"August   ","2025-08","Q3","Meta Ads","Retargeting","MENA","New Customers","Desktop",26759,955,72,862.90,5896.22,5033.32,85.37
"REC-002520","CAMP-019","Display Retargeting Loop","2025-08-13","2025-08-01",2025,8,"August   ","2025-08","Q3","Display Ads","Retargeting","Asia-Pacific","Enterprise Decision Makers","Mobile",14574,128,3,91.76,989.62,897.86,90.73
"REC-002521","CAMP-019","Display Retargeting Loop","2025-08-13","2025-08-01",2025,8,"August   ","2025-08","Q3","Display Ads","Retargeting","Europe","New Customers","Desktop",44035,382,9,250.76,835.18,584.42,69.98
"REC-002522","CAMP-023","Enterprise Pipeline Builder","2025-08-13","2025-08-01",2025,8,"August   ","2025-08","Q3","LinkedIn Ads","Lead Generation","Europe","New Customers","Desktop",5357,64,5,319.05,606.07,287.02,47.36
"REC-002523","CAMP-023","Enterprise Pipeline Builder","2025-08-13","2025-08-01",2025,8,"August   ","2025-08","Q3","LinkedIn Ads","Lead Generation","Asia-Pacific","Returning Customers","Mobile",4902,79,6,462.04,1051.51,589.47,56.06
"REC-002524","CAMP-018","Programmatic Market Reach","2025-08-13","2025-08-01",2025,8,"August   ","2025-08","Q3","Display Ads","Brand Awareness","Asia-Pacific","New Customers","Desktop",50426,131,1,78.12,59.20,-18.92,-31.96
"REC-002525","CAMP-018","Programmatic Market Reach","2025-08-13","2025-08-01",2025,8,"August   ","2025-08","Q3","Display Ads","Brand Awareness","Asia-Pacific","New Customers","Mobile",13616,48,1,56.67,51.23,-5.44,-10.62
"REC-002526","CAMP-021","Micro Creator Conversion","2025-08-13","2025-08-01",2025,8,"August   ","2025-08","Q3","Influencer","Influencer Partnership","Asia-Pacific","Returning Customers","Mobile",28943,1109,33,895.45,4773.25,3877.80,81.24
"REC-002527","CAMP-019","Display Retargeting Loop","2025-08-14","2025-08-01",2025,8,"August   ","2025-08","Q3","Display Ads","Retargeting","Europe","Students & Young Professionals","Mobile",16201,116,2,77.57,125.45,47.88,38.17
"REC-002528","CAMP-019","Display Retargeting Loop","2025-08-14","2025-08-01",2025,8,"August   ","2025-08","Q3","Display Ads","Retargeting","North America","Students & Young Professionals","Tablet",17223,99,1,85.90,60.79,-25.11,-41.31
"REC-002529","CAMP-008","Executive Thought Leadership","2025-08-14","2025-08-01",2025,8,"August   ","2025-08","Q3","LinkedIn Ads","Brand Awareness","Asia-Pacific","New Customers","Desktop",4697,47,2,263.93,82.24,-181.69,-220.93
"REC-002530","CAMP-011","Creator Product Launch","2025-08-14","2025-08-01",2025,8,"August   ","2025-08","Q3","TikTok Ads","Product Launch","Europe","Students & Young Professionals","Mobile",20153,467,7,361.20,489.09,127.89,26.15
"REC-002531","CAMP-013","Lifecycle Nurture","2025-08-14","2025-08-01",2025,8,"August   ","2025-08","Q3","Email","Customer Nurture","Asia-Pacific","New Customers","Mobile",14439,741,76,162.52,7857.76,7695.24,97.93
"REC-002532","CAMP-013","Lifecycle Nurture","2025-08-14","2025-08-01",2025,8,"August   ","2025-08","Q3","Email","Customer Nurture","Asia-Pacific","Enterprise Decision Makers","Mobile",5283,391,48,76.85,13487.45,13410.60,99.43
"REC-002533","CAMP-018","Programmatic Market Reach","2025-08-14","2025-08-01",2025,8,"August   ","2025-08","Q3","Display Ads","Brand Awareness","MENA","Returning Customers","Mobile",30640,129,1,87.32,60.71,-26.61,-43.83
"REC-002534","CAMP-020","Creator Partnership Series","2025-08-14","2025-08-01",2025,8,"August   ","2025-08","Q3","Influencer","Influencer Partnership","Latin America","Enterprise Decision Makers","Desktop",20865,425,18,575.49,5531.77,4956.28,89.60
"REC-002535","CAMP-020","Creator Partnership Series","2025-08-14","2025-08-01",2025,8,"August   ","2025-08","Q3","Influencer","Influencer Partnership","North America","Returning Customers","Mobile",18940,561,22,555.19,2438.39,1883.20,77.23
"REC-002536","CAMP-007","B2B Decision Makers","2025-08-14","2025-08-01",2025,8,"August   ","2025-08","Q3","LinkedIn Ads","Lead Generation","Europe","Small Business Owners","Mobile",6986,134,11,847.70,1839.61,991.91,53.92
"REC-002537","CAMP-007","B2B Decision Makers","2025-08-14","2025-08-01",2025,8,"August   ","2025-08","Q3","LinkedIn Ads","Lead Generation","North America","New Customers","Desktop",8017,104,8,733.53,1121.76,388.23,34.61
"REC-002538","CAMP-010","Short Video Discovery","2025-08-14","2025-08-01",2025,8,"August   ","2025-08","Q3","TikTok Ads","Prospecting","Europe","Small Business Owners","Mobile",33184,536,12,485.17,1648.98,1163.81,70.58
"REC-002539","CAMP-005","Cart Recovery Social","2025-08-14","2025-08-01",2025,8,"August   ","2025-08","Q3","Meta Ads","Retargeting","Europe","Returning Customers","Mobile",16628,413,34,352.43,3985.92,3633.49,91.16
"REC-002540","CAMP-003","High Intent Retargeting","2025-08-15","2025-08-01",2025,8,"August   ","2025-08","Q3","Google Ads","Retargeting","North America","Small Business Owners","Desktop",10142,659,97,1085.24,15169.44,14084.20,92.85
"REC-002541","CAMP-003","High Intent Retargeting","2025-08-15","2025-08-01",2025,8,"August   ","2025-08","Q3","Google Ads","Retargeting","North America","Returning Customers","Desktop",7595,396,57,674.81,8823.51,8148.70,92.35
"REC-002542","CAMP-017","Product Demo Views","2025-08-15","2025-08-01",2025,8,"August   ","2025-08","Q3","YouTube Ads","Product Education","Europe","Students & Young Professionals","Desktop",36397,424,7,376.73,540.74,164.01,30.33
"REC-002543","CAMP-017","Product Demo Views","2025-08-15","2025-08-01",2025,8,"August   ","2025-08","Q3","YouTube Ads","Product Education","North America","Returning Customers","Desktop",29473,305,9,315.21,1204.82,889.61,73.84
"REC-002544","CAMP-002","Brand Demand Capture","2025-08-15","2025-08-01",2025,8,"August   ","2025-08","Q3","Google Ads","Brand Awareness","Europe","Small Business Owners","Mobile",15149,706,32,1402.65,2812.22,1409.57,50.12
"REC-002545","CAMP-021","Micro Creator Conversion","2025-08-15","2025-08-01",2025,8,"August   ","2025-08","Q3","Influencer","Influencer Partnership","Europe","New Customers","Desktop",29958,859,29,592.07,2379.66,1787.59,75.12
"REC-002546","CAMP-021","Micro Creator Conversion","2025-08-15","2025-08-01",2025,8,"August   ","2025-08","Q3","Influencer","Influencer Partnership","MENA","Small Business Owners","Mobile",27227,935,37,702.76,5378.35,4675.59,86.93
"REC-002547","CAMP-011","Creator Product Launch","2025-08-15","2025-08-01",2025,8,"August   ","2025-08","Q3","TikTok Ads","Product Launch","Europe","Returning Customers","Mobile",21971,354,14,318.55,1565.76,1247.21,79.66
"REC-002548","CAMP-008","Executive Thought Leadership","2025-08-15","2025-08-01",2025,8,"August   ","2025-08","Q3","LinkedIn Ads","Brand Awareness","North America","Returning Customers","Mobile",3789,35,2,290.99,112.18,-178.81,-159.40
"REC-002549","CAMP-008","Executive Thought Leadership","2025-08-15","2025-08-01",2025,8,"August   ","2025-08","Q3","LinkedIn Ads","Brand Awareness","Europe","Students & Young Professionals","Mobile",5278,63,2,358.23,70.15,-288.08,-410.66
"REC-002550","CAMP-015","Monthly Product Digest","2025-08-15","2025-08-01",2025,8,"August   ","2025-08","Q3","Email","Customer Nurture","Latin America","New Customers","Mobile",6745,426,23,72.77,2172.79,2100.02,96.65
"REC-002551","CAMP-015","Monthly Product Digest","2025-08-15","2025-08-01",2025,8,"August   ","2025-08","Q3","Email","Customer Nurture","Europe","New Customers","Desktop",3489,160,16,43.14,1446.56,1403.42,97.02
"REC-002552","CAMP-018","Programmatic Market Reach","2025-08-16","2025-08-01",2025,8,"August   ","2025-08","Q3","Display Ads","Brand Awareness","North America","Students & Young Professionals","Tablet",32146,96,0,110.52,0.00,-110.52,NULL
"REC-002553","CAMP-001","Search Growth Engine","2025-08-16","2025-08-01",2025,8,"August   ","2025-08","Q3","Google Ads","Always-on Acquisition","Asia-Pacific","Returning Customers","Mobile",18877,1127,73,1729.53,10353.82,8624.29,83.30
"REC-002554","CAMP-001","Search Growth Engine","2025-08-16","2025-08-01",2025,8,"August   ","2025-08","Q3","Google Ads","Always-on Acquisition","North America","Small Business Owners","Mobile",8639,473,33,804.61,3807.15,3002.54,78.87
"REC-002555","CAMP-004","Social Scale Prospecting","2025-08-16","2025-08-01",2025,8,"August   ","2025-08","Q3","Meta Ads","Prospecting","Asia-Pacific","Students & Young Professionals","Mobile",15823,391,9,378.76,724.54,345.78,47.72
"REC-002556","CAMP-004","Social Scale Prospecting","2025-08-16","2025-08-01",2025,8,"August   ","2025-08","Q3","Meta Ads","Prospecting","Latin America","New Customers","Mobile",7299,158,6,112.51,679.90,567.39,83.45
"REC-002557","CAMP-014","Win Back Customers","2025-08-16","2025-08-01",2025,8,"August   ","2025-08","Q3","Email","Reactivation","MENA","Students & Young Professionals","Mobile",6087,531,35,85.91,3079.57,2993.66,97.21
"REC-002558","CAMP-020","Creator Partnership Series","2025-08-16","2025-08-01",2025,8,"August   ","2025-08","Q3","Influencer","Influencer Partnership","Europe","Students & Young Professionals","Tablet",12022,339,7,393.23,543.61,150.38,27.66
"REC-002559","CAMP-024","Mobile App Acquisition","2025-08-16","2025-08-01",2025,8,"August   ","2025-08","Q3","Google Ads","App Acquisition","Europe","New Customers","Mobile",13722,522,19,968.73,1084.92,116.19,10.71
"REC-002560","CAMP-002","Brand Demand Capture","2025-08-16","2025-08-01",2025,8,"August   ","2025-08","Q3","Google Ads","Brand Awareness","North America","Returning Customers","Mobile",12078,407,17,938.83,1279.48,340.65,26.62
"REC-002561","CAMP-002","Brand Demand Capture","2025-08-16","2025-08-01",2025,8,"August   ","2025-08","Q3","Google Ads","Brand Awareness","Europe","Small Business Owners","Mobile",7740,243,10,500.75,958.72,457.97,47.77
"REC-002562","CAMP-010","Short Video Discovery","2025-08-16","2025-08-01",2025,8,"August   ","2025-08","Q3","TikTok Ads","Prospecting","Europe","Small Business Owners","Desktop",30008,324,7,198.78,869.61,670.83,77.14
"REC-002563","CAMP-015","Monthly Product Digest","2025-08-17","2025-08-01",2025,8,"August   ","2025-08","Q3","Email","Customer Nurture","North America","Small Business Owners","Mobile",2956,128,9,50.94,1080.55,1029.61,95.29
"REC-002564","CAMP-009","Startup Founder Leads","2025-08-17","2025-08-01",2025,8,"August   ","2025-08","Q3","LinkedIn Ads","Lead Generation","MENA","Students & Young Professionals","Desktop",1333,12,1,48.86,86.40,37.54,43.45
"REC-002565","CAMP-010","Short Video Discovery","2025-08-17","2025-08-01",2025,8,"August   ","2025-08","Q3","TikTok Ads","Prospecting","Asia-Pacific","New Customers","Mobile",20578,357,5,234.00,484.18,250.18,51.67
"REC-002566","CAMP-010","Short Video Discovery","2025-08-17","2025-08-01",2025,8,"August   ","2025-08","Q3","TikTok Ads","Prospecting","MENA","Returning Customers","Mobile",19112,303,5,225.08,650.32,425.24,65.39
"REC-002567","CAMP-007","B2B Decision Makers","2025-08-17","2025-08-01",2025,8,"August   ","2025-08","Q3","LinkedIn Ads","Lead Generation","North America","New Customers","Mobile",2640,51,3,321.39,307.07,-14.32,-4.66
"REC-002568","CAMP-016","Video Reach Accelerator","2025-08-17","2025-08-01",2025,8,"August   ","2025-08","Q3","YouTube Ads","Brand Awareness","MENA","Enterprise Decision Makers","Desktop",7728,47,2,58.66,454.93,396.27,87.11
"REC-002569","CAMP-019","Display Retargeting Loop","2025-08-17","2025-08-01",2025,8,"August   ","2025-08","Q3","Display Ads","Retargeting","MENA","Small Business Owners","Mobile",12178,116,2,67.38,280.04,212.66,75.94
"REC-002570","CAMP-002","Brand Demand Capture","2025-08-17","2025-08-01",2025,8,"August   ","2025-08","Q3","Google Ads","Brand Awareness","North America","Small Business Owners","Mobile",5614,185,7,418.99,722.42,303.43,42.00
"REC-002571","CAMP-014","Win Back Customers","2025-08-17","2025-08-01",2025,8,"August   ","2025-08","Q3","Email","Reactivation","Asia-Pacific","Enterprise Decision Makers","Mobile",9733,814,115,126.36,36257.09,36130.73,99.65
"REC-002572","CAMP-007","B2B Decision Makers","2025-08-18","2025-08-01",2025,8,"August   ","2025-08","Q3","LinkedIn Ads","Lead Generation","North America","New Customers","Mobile",7159,103,6,731.70,608.33,-123.37,-20.28
"REC-002573","CAMP-020","Creator Partnership Series","2025-08-18","2025-08-01",2025,8,"August   ","2025-08","Q3","Influencer","Influencer Partnership","Asia-Pacific","Returning Customers","Mobile",45921,1724,53,1372.21,6305.86,4933.65,78.24
"REC-002574","CAMP-021","Micro Creator Conversion","2025-08-18","2025-08-01",2025,8,"August   ","2025-08","Q3","Influencer","Influencer Partnership","MENA","New Customers","Desktop",41563,1453,47,1297.91,4750.93,3453.02,72.68
"REC-002575","CAMP-017","Product Demo Views","2025-08-18","2025-08-01",2025,8,"August   ","2025-08","Q3","YouTube Ads","Product Education","Asia-Pacific","Small Business Owners","Desktop",35275,392,12,325.05,1995.50,1670.45,83.71
"REC-002576","CAMP-002","Brand Demand Capture","2025-08-18","2025-08-01",2025,8,"August   ","2025-08","Q3","Google Ads","Brand Awareness","MENA","Returning Customers","Mobile",10215,357,20,540.42,2101.21,1560.79,74.28
"REC-002577","CAMP-010","Short Video Discovery","2025-08-18","2025-08-01",2025,8,"August   ","2025-08","Q3","TikTok Ads","Prospecting","Europe","Enterprise Decision Makers","Desktop",10105,178,7,135.83,1903.00,1767.17,92.86
"REC-002578","CAMP-011","Creator Product Launch","2025-08-18","2025-08-01",2025,8,"August   ","2025-08","Q3","TikTok Ads","Product Launch","MENA","New Customers","Mobile",11883,190,5,143.03,568.15,425.12,74.83
"REC-002579","CAMP-015","Monthly Product Digest","2025-08-18","2025-08-01",2025,8,"August   ","2025-08","Q3","Email","Customer Nurture","North America","New Customers","Mobile",11693,625,50,122.33,4186.61,4064.28,97.08
"REC-002580","CAMP-023","Enterprise Pipeline Builder","2025-08-18","2025-08-01",2025,8,"August   ","2025-08","Q3","LinkedIn Ads","Lead Generation","MENA","New Customers","Mobile",6942,99,6,400.72,926.84,526.12,56.76
"REC-002581","CAMP-023","Enterprise Pipeline Builder","2025-08-18","2025-08-01",2025,8,"August   ","2025-08","Q3","LinkedIn Ads","Lead Generation","MENA","Enterprise Decision Makers","Desktop",1676,29,3,123.52,1557.88,1434.36,92.07
"REC-002582","CAMP-019","Display Retargeting Loop","2025-08-18","2025-08-01",2025,8,"August   ","2025-08","Q3","Display Ads","Retargeting","North America","Returning Customers","Desktop",25191,153,5,108.73,544.61,435.88,80.04
"REC-002583","CAMP-019","Display Retargeting Loop","2025-08-18","2025-08-01",2025,8,"August   ","2025-08","Q3","Display Ads","Retargeting","Asia-Pacific","Small Business Owners","Desktop",44877,311,5,157.96,616.85,458.89,74.39
"REC-002584","CAMP-018","Programmatic Market Reach","2025-08-19","2025-08-01",2025,8,"August   ","2025-08","Q3","Display Ads","Brand Awareness","Asia-Pacific","New Customers","Desktop",9217,40,0,72.33,0.00,-72.33,NULL
"REC-002585","CAMP-018","Programmatic Market Reach","2025-08-19","2025-08-01",2025,8,"August   ","2025-08","Q3","Display Ads","Brand Awareness","Latin America","Returning Customers","Mobile",39325,137,1,63.31,71.58,8.27,11.55
"REC-002586","CAMP-020","Creator Partnership Series","2025-08-19","2025-08-01",2025,8,"August   ","2025-08","Q3","Influencer","Influencer Partnership","Latin America","Returning Customers","Mobile",52190,1538,64,1390.56,6713.58,5323.02,79.29
"REC-002587","CAMP-005","Cart Recovery Social","2025-08-19","2025-08-01",2025,8,"August   ","2025-08","Q3","Meta Ads","Retargeting","Europe","New Customers","Desktop",11474,247,18,293.68,1385.14,1091.46,78.80
"REC-002588","CAMP-005","Cart Recovery Social","2025-08-19","2025-08-01",2025,8,"August   ","2025-08","Q3","Meta Ads","Retargeting","Europe","Returning Customers","Tablet",19660,462,27,406.95,3203.12,2796.17,87.30
"REC-002589","CAMP-011","Creator Product Launch","2025-08-19","2025-08-01",2025,8,"August   ","2025-08","Q3","TikTok Ads","Product Launch","Europe","Returning Customers","Mobile",15370,263,10,241.50,1243.13,1001.63,80.57
"REC-002590","CAMP-016","Video Reach Accelerator","2025-08-19","2025-08-01",2025,8,"August   ","2025-08","Q3","YouTube Ads","Brand Awareness","Europe","Students & Young Professionals","Mobile",15947,165,1,160.62,47.75,-112.87,-236.38
"REC-002591","CAMP-015","Monthly Product Digest","2025-08-19","2025-08-01",2025,8,"August   ","2025-08","Q3","Email","Customer Nurture","North America","Returning Customers","Mobile",11004,513,61,124.99,6764.38,6639.39,98.15
"REC-002592","CAMP-002","Brand Demand Capture","2025-08-19","2025-08-01",2025,8,"August   ","2025-08","Q3","Google Ads","Brand Awareness","MENA","Students & Young Professionals","Mobile",6335,160,4,293.27,172.77,-120.50,-69.75
"REC-002593","CAMP-013","Lifecycle Nurture","2025-08-19","2025-08-01",2025,8,"August   ","2025-08","Q3","Email","Customer Nurture","Asia-Pacific","Returning Customers","Desktop",4607,242,41,65.84,5177.84,5112.00,98.73
"REC-002594","CAMP-013","Lifecycle Nurture","2025-08-19","2025-08-01",2025,8,"August   ","2025-08","Q3","Email","Customer Nurture","Europe","Students & Young Professionals","Mobile",12134,767,56,125.62,3679.87,3554.25,96.59
"REC-002595","CAMP-011","Creator Product Launch","2025-08-20","2025-08-01",2025,8,"August   ","2025-08","Q3","TikTok Ads","Product Launch","MENA","Small Business Owners","Mobile",32193,544,14,440.48,1905.34,1464.86,76.88
"REC-002596","CAMP-011","Creator Product Launch","2025-08-20","2025-08-01",2025,8,"August   ","2025-08","Q3","TikTok Ads","Product Launch","Asia-Pacific","Returning Customers","Desktop",30429,467,20,350.17,2449.39,2099.22,85.70
"REC-002597","CAMP-009","Startup Founder Leads","2025-08-20","2025-08-01",2025,8,"August   ","2025-08","Q3","LinkedIn Ads","Lead Generation","Europe","Small Business Owners","Mobile",5194,87,5,390.51,1009.53,619.02,61.32
"REC-002598","CAMP-009","Startup Founder Leads","2025-08-20","2025-08-01",2025,8,"August   ","2025-08","Q3","LinkedIn Ads","Lead Generation","Europe","Students & Young Professionals","Mobile",3093,42,3,235.11,284.17,49.06,17.26
"REC-002599","CAMP-002","Brand Demand Capture","2025-08-20","2025-08-01",2025,8,"August   ","2025-08","Q3","Google Ads","Brand Awareness","Asia-Pacific","Enterprise Decision Makers","Desktop",10375,323,15,578.19,2552.65,1974.46,77.35
"REC-002600","CAMP-004","Social Scale Prospecting","2025-08-20","2025-08-01",2025,8,"August   ","2025-08","Q3","Meta Ads","Prospecting","Latin America","Students & Young Professionals","Desktop",27267,607,21,543.61,1713.82,1170.21,68.28
"REC-002601","CAMP-004","Social Scale Prospecting","2025-08-20","2025-08-01",2025,8,"August   ","2025-08","Q3","Meta Ads","Prospecting","Asia-Pacific","Enterprise Decision Makers","Mobile",20608,568,25,473.91,7304.82,6830.91,93.51
"REC-002602","CAMP-014","Win Back Customers","2025-08-20","2025-08-01",2025,8,"August   ","2025-08","Q3","Email","Reactivation","North America","New Customers","Mobile",2705,239,21,54.78,2831.16,2776.38,98.07
"REC-002603","CAMP-014","Win Back Customers","2025-08-20","2025-08-01",2025,8,"August   ","2025-08","Q3","Email","Reactivation","Asia-Pacific","Small Business Owners","Mobile",8366,719,94,103.22,15406.56,15303.34,99.33
"REC-002604","CAMP-005","Cart Recovery Social","2025-08-20","2025-08-01",2025,8,"August   ","2025-08","Q3","Meta Ads","Retargeting","Europe","New Customers","Mobile",8967,244,11,247.45,888.52,641.07,72.15
"REC-002605","CAMP-013","Lifecycle Nurture","2025-08-20","2025-08-01",2025,8,"August   ","2025-08","Q3","Email","Customer Nurture","North America","New Customers","Mobile",7846,407,31,98.80,2855.65,2756.85,96.54
"REC-002606","CAMP-013","Lifecycle Nurture","2025-08-20","2025-08-01",2025,8,"August   ","2025-08","Q3","Email","Customer Nurture","Latin America","Returning Customers","Mobile",6476,407,46,88.67,6302.03,6213.36,98.59
"REC-002607","CAMP-018","Programmatic Market Reach","2025-08-20","2025-08-01",2025,8,"August   ","2025-08","Q3","Display Ads","Brand Awareness","Latin America","Students & Young Professionals","Mobile",35557,109,0,76.75,0.00,-76.75,NULL
"REC-002608","CAMP-007","B2B Decision Makers","2025-08-20","2025-08-01",2025,8,"August   ","2025-08","Q3","LinkedIn Ads","Lead Generation","North America","Small Business Owners","Mobile",6924,80,6,432.98,1119.46,686.48,61.32
"REC-002609","CAMP-019","Display Retargeting Loop","2025-08-20","2025-08-01",2025,8,"August   ","2025-08","Q3","Display Ads","Retargeting","North America","Enterprise Decision Makers","Desktop",36548,250,8,152.20,2215.31,2063.11,93.13
"REC-002610","CAMP-013","Lifecycle Nurture","2025-08-21","2025-08-01",2025,8,"August   ","2025-08","Q3","Email","Customer Nurture","Europe","Students & Young Professionals","Mobile",6855,456,41,92.01,3457.17,3365.16,97.34
"REC-002611","CAMP-013","Lifecycle Nurture","2025-08-21","2025-08-01",2025,8,"August   ","2025-08","Q3","Email","Customer Nurture","Asia-Pacific","Enterprise Decision Makers","Tablet",6638,454,47,92.74,15544.26,15451.52,99.40
"REC-002612","CAMP-008","Executive Thought Leadership","2025-08-21","2025-08-01",2025,8,"August   ","2025-08","Q3","LinkedIn Ads","Brand Awareness","MENA","New Customers","Mobile",5284,70,2,382.63,82.55,-300.08,-363.51
"REC-002613","CAMP-008","Executive Thought Leadership","2025-08-21","2025-08-01",2025,8,"August   ","2025-08","Q3","LinkedIn Ads","Brand Awareness","MENA","Students & Young Professionals","Desktop",3354,34,2,211.22,68.41,-142.81,-208.76
"REC-002614","CAMP-017","Product Demo Views","2025-08-21","2025-08-01",2025,8,"August   ","2025-08","Q3","YouTube Ads","Product Education","North America","Students & Young Professionals","Mobile",33962,415,6,472.51,454.37,-18.14,-3.99
"REC-002615","CAMP-003","High Intent Retargeting","2025-08-21","2025-08-01",2025,8,"August   ","2025-08","Q3","Google Ads","Retargeting","MENA","Students & Young Professionals","Desktop",5737,298,19,525.83,1551.93,1026.10,66.12
